complaint_id,ward,area,landmark,category,complaint_text,language,urgency_level,votes,total_complaints_received,status,date_submitted,has_image
MG-07321,KMC-9,Kalimati,Kalimati Bazaar,Street Lighting,Street lamp near Kalimati Bazaar is broken and wires are exposed. Electric shock risk. Please repair immediately.,en,2,17,10,WorkDone,2025-06-22,No
MG-07322,KMC-3,Ason,Ason,Road/Pothole,"Ason road near Ason has deep potholes. Vehicles getting damaged, motorcycles slipping. Please fix urgently.",en,2,22,3,WIP,2025-04-10,No
MG-07323,KMC-17,Satdobato,Ekantakuna,Electricity,Power outage in Satdobato for 25 hours daily. NEA not giving advance notice. Businesses losing money.,en,1,10,9,New,2025-04-24,No
MG-07324,KMC-25,Gongabu,Gongabu,Noise Pollution,Loud music from Gongabu party hall near Gongabu until late night. Children and elderly suffering.,en,2,11,13,Rejected,2025-08-24,Yes
MG-07325,KMC-22,Naxal,Battisputali,Public Facilities,"Community hall in Naxal roof leaking, walls damaged. Not usable for meetings. Please repair before monsoon.",en,2,1,2,New,2026-01-04,No
MG-07326,KMC-2,Ichangu Narayan,Ichangu Narayan,Road/Pothole,"Ichangu Narayan road near Ichangu Narayan is very bad condition xa. Potholes everywhere, monsoon ma aru problem huncha.",mix,1,14,6,WorkDone,2025-12-20,No
MG-07327,KMC-24,Kalopul,Dillibazar,Illegal Construction,Road being dug for private pipe laying near Dillibazar without permission. No restoration plan.,en,3,1,6,New,2025-07-04,No
MG-07328,KMC-8,Kalanki Chowk,Kalanki Chowk,Garbage/Sanitation,Kachra sankalann gardaina Kalanki Chowk ma. Kalanki Chowk ko छेउ pile bhairako xa. Urgent help!,ne,2,3,5,WIP,2025-07-09,No
MG-07329,KMC-29,Budhanilkantha Road,Lazimpat Upper,Water/Drainage,"Budhanilkantha Road ma paani aaudaina ni. Lazimpat Upper ko pipe burst bhayo, sadak flooded xa. Help garnuhos.",ne,1,12,9,New,2025-12-07,No
MG-07330,KMC-31,Sifal,Sifal,Garbage/Sanitation,Overflowing dustbin at Sifal in Sifal. Rats and crows spreading garbage on road. Urgent cleaning needed.,en,1,14,8,WorkDone,2026-01-26,No
MG-07331,KMC-21,Dallu Chowk,Dallu,Noise Pollution,"Construction work at Dallu happening at night, Dallu Chowk residents cannot sleep. No action despite complaints.",en,2,9,1,Rejected,2026-02-23,No
MG-07332,KMC-21,Dallu Chowk,Dallu,Public Facilities,"Bus stop at Dallu Chowk near Dallu has no roof, broken benches. Passengers standing in sun and rain.",en,3,6,6,WorkDone,2026-01-10,No
MG-07333,KMC-27,Kapan,Jorpati,Noise Pollution,"Construction work at Jorpati happening at night, Kapan residents cannot sleep. No action despite complaints.",en,2,16,9,WorkDone,2025-06-05,No
MG-07334,KMC-12,Thamel Chowk,Jyatha,Street Lighting,Thamel Chowk ma light chhaina raat ma. Jyatha ko aagadi dark xa. Safety issue urgent xa.,mix,3,9,9,WIP,2025-08-19,Yes
MG-07335,KMC-25,Gongabu,Gongabu,Public Facilities,Park in Gongabu near Gongabu has broken swings and rusted slides. Children getting injured. No maintenance.,en,2,0,8,WorkDone,2025-12-14,Yes
MG-07336,KMC-23,Putali Sadak,Mahaboudha,Illegal Construction,"Building being constructed without permit near Mahaboudha. No safety barriers, debris falling on road.",en,2,7,11,New,2025-07-19,No
MG-07337,KMC-24,Thapathali,Dillibazar,Road/Pothole,"Thapathali ko sadak bigreko xa near Dillibazar. Khaldo thulo cha, gadi chalauda danger huncha. Kripaya fix garnus.",ne,2,1,2,New,2025-08-14,No
MG-07338,KMC-8,Dhalko,Kalanki,Garbage/Sanitation,Garbage problem serious xa Dhalko ma. Kalanki ko aagadi overflowing dustbin xa.,mix,2,5,3,WorkDone,2025-04-04,No
MG-07339,KMC-10,Gaushala,Gaushala,Road/Pothole,"Gaushala ko sadak pothole le bhari xa near Gaushala. Vehicles get stuck, accidents bhairaxa.",mix,2,5,3,New,2026-01-07,Yes
MG-07340,KMC-11,Bouddha,Jorpati,Electricity,Frequent tripping of transformer in Bouddha. Appliances getting damaged. No response from NEA when called.,en,1,7,20,New,2025-11-29,No
MG-07341,KMC-18,Teku,Teku,Street Lighting,Teku ma street light 8 hapta dekhhi baliraheko chaina. Raat ma danger xa pedestrian ko lagi.,ne,2,9,9,New,2025-05-28,No
MG-07342,KMC-23,Putali Sadak,Mahaboudha,Street Lighting,No lighting from Mahaboudha to Putali Sadak market. Several snatching incidents happened this week.,en,1,2,4,Rejected,2025-04-13,No
MG-07343,KMC-21,Dallu Chowk,Dallu Chowk,Traffic/Signals,Dallu Chowk ko signal timing thik chhaina. Buda manche haru cross garna sakdainan.,ne,3,2,3,New,2025-10-03,No
MG-07344,KMC-25,Gongabu,Balaju,Traffic/Signals,"Gongabu crossroad ma traffic management chhaina. Police dekhindaina, vehicle ulto bato hlincha.",ne,1,2,17,New,2025-10-30,No
MG-07345,KMC-13,New Baneshwor,Baneshwor,Flooding,Bridge at Baneshwor gets submerged during monsoon. Alternative route very long. Need height increase.,en,2,2,4,New,2026-04-02,No
MG-07346,KMC-21,Naxal,Dallu,Public Facilities,"Community hall in Naxal roof leaking, walls damaged. Not usable for meetings. Please repair before monsoon.",en,2,5,5,WorkDone,2025-10-06,Yes
MG-07347,KMC-30,Minbhawan,Minbhawan,Water/Drainage,"Water leakage from main pipe at Minbhawan. Water wasted daily, road always wet causing traffic problems.",en,3,5,11,New,2025-06-06,No
MG-07348,KMC-17,Dhobighat,Dhobighat,Traffic/Signals,Dhobighat ko traffic signal broken xa. Dhobighat ma rush hour ma jam hunchha daily.,mix,1,2,5,New,2025-09-10,No
MG-07349,KMC-7,Bhadrakali,Maitighar,Illegal Construction,Road being dug for private pipe laying near Maitighar without permission. No restoration plan.,en,3,0,9,WorkDone,2025-07-17,No
MG-07350,KMC-20,Swayambhu,Swayambhunath,Flooding,KMC-20: Flooding in Swayambhu is annual problem. No permanent solution being implemented.,en,3,17,13,New,2025-05-27,No
MG-07351,KMC-14,Koteshwor,Jadibuti,Traffic/Signals,KMC-14: Koteshwor traffic chaos due to broken signals. Morning rush hour gridlock from 8-10 AM.,en,3,1,1,WIP,2025-12-31,No
MG-07352,KMC-20,Swayambhunath,Swayambhunath,Garbage/Sanitation,No garbage collection vehicle has come to Swayambhunath this week. Residents forced to dump on roadside.,en,2,0,9,Not Required For Now,2025-06-17,Yes
MG-07353,KMC-4,Basantapur,Hanuman Dhoka,Street Lighting,Street lamp near Hanuman Dhoka is broken and wires are exposed. Electric shock risk. Please repair immediately.,en,2,13,15,WIP,2025-09-28,No
MG-07354,KMC-6,Lazimpat Crossroad,Chakrapath,Water/Drainage,Drain blocked xa Lazimpat Crossroad ma near Chakrapath. Rain ayepachi paani everywhere hunchha. Health risk xa.,mix,2,6,1,WIP,2025-09-18,No
MG-07355,KMC-1,Thankot,Thankot Chowk,Garbage/Sanitation,"Garbage not collected for 3 days in Thankot near Thankot Chowk. Smell unbearable, stray dogs spreading waste everywhere.",en,2,0,3,New,2025-10-30,Yes
MG-07356,KMC-14,Jadibuti,Koteshwor Chowk,Street Lighting,Koteshwor Chowk najik lights off xa. Dark area ma theft cases bhadairako xa. Please fix garnus.,ne,1,12,14,Not Required For Now,2026-03-10,Yes
MG-07357,KMC-3,New Road,Indra Chowk,Water/Drainage,"Drainage blocked in New Road near Indra Chowk. Rainwater not draining, road turning into pond. Mosquito breeding.",en,2,3,2,WIP,2025-08-15,Yes
MG-07358,KMC-15,Naya Baneshwor,Naya Baneshwor,Street Lighting,Naya Baneshwor ma light chhaina raat ma. Naya Baneshwor ko aagadi dark xa. Safety issue urgent xa.,mix,2,5,2,Rejected,2025-11-19,No
MG-07359,KMC-21,Naxal,Dallu Chowk,Road/Pothole,"Naxal ko sadak bigreko xa near Dallu Chowk. Khaldo thulo cha, gadi chalauda danger huncha. Kripaya fix garnus.",ne,3,8,4,WIP,2025-08-22,Yes
MG-07360,KMC-19,Tripureshwor,Tripureshwor,Road/Pothole,"Tripureshwor road near Tripureshwor is very bad condition xa. Potholes everywhere, monsoon ma aru problem huncha.",mix,1,2,13,New,2026-02-24,No
MG-07361,KMC-32,Sinamangal,Sinamangal,Flooding,Low lying area near Sinamangal completely submerged after rain. Residents stranded for 13 hours.,en,3,4,9,New,2025-10-07,No
MG-07362,KMC-10,Pashupati,Gaushala,Garbage/Sanitation,Garbage problem serious xa Pashupati ma. Gaushala ko aagadi overflowing dustbin xa.,mix,2,1,2,WorkDone,2025-06-18,Yes
MG-07363,KMC-8,Kalanki Chowk,Kalanki,Electricity,Power outage in Kalanki Chowk for 48 hours daily. NEA not giving advance notice. Businesses losing money.,en,1,9,6,WorkDone,2025-07-30,No
MG-07364,KMC-18,Balkhu,Balkhu,Flooding,"Balkhu near Balkhu floods every rain. Water enters houses, furniture damaged. Need proper drainage.",en,2,0,10,New,2025-12-24,No
MG-07365,KMC-28,Sukedhara,Tokha Road,Noise Pollution,Loud music from Sukedhara party hall near Tokha Road until late night. Children and elderly suffering.,en,3,8,17,WIP,2025-06-29,Yes
MG-07366,KMC-9,Tripureshwor,Kalimati,Flooding,"Tripureshwor near Kalimati floods every rain. Water enters houses, furniture damaged. Need proper drainage.",en,1,4,5,New,2026-01-12,No
MG-07367,KMC-27,Jorpati,Gokarneshwor,Public Facilities,Drinking water tap at Gokarneshwor broken. People waiting in queue but no water available.,en,2,4,4,WorkDone,2026-03-11,No
MG-07368,KMC-32,Hattisar Upper,Sinamangal,Noise Pollution,"Construction work at Sinamangal happening at night, Hattisar Upper residents cannot sleep. No action despite complaints.",en,2,0,12,WIP,2025-08-18,Yes
MG-07369,KMC-2,Nagarjun,Balambu,Illegal Construction,Illegal construction blocking public road near Balambu in Nagarjun. Emergency vehicles cannot pass.,en,1,18,16,Rejected,2026-02-08,No
MG-07370,KMC-16,Jawalakhel,Jawalakhel,Traffic/Signals,Road divider broken near Jawalakhel. Vehicles crossing to wrong lane. Please put barriers immediately.,en,2,2,15,WIP,2025-09-08,No
MG-07371,KMC-27,Jorpati,Jorpati,Electricity,Power outage in Jorpati for 29 hours daily. NEA not giving advance notice. Businesses losing money.,en,1,9,15,New,2025-05-23,No
MG-07372,KMC-22,Naxal,Battisputali,Road/Pothole,"Naxal road near Battisputali is very bad condition xa. Potholes everywhere, monsoon ma aru problem huncha.",mix,2,0,1,WorkDone,2025-06-27,No
MG-07373,KMC-6,Maharajgunj,Chakrapath,Water/Drainage,KMC-6: Water supply not regular in Maharajgunj. We get water only 9 days per week. Please fix the pipe.,en,1,63,8,WIP,2026-01-10,No
MG-07374,KMC-13,Tinkune,Baneshwor,Road/Pothole,KMC-13: Baneshwor paas ma road broken xa. Daily commuters affected hunchhan. Fix garnus ASAP.,mix,2,5,1,Rejected,2025-12-02,No
MG-07375,KMC-31,Sankhamul Ghat,Sankhamul,Garbage/Sanitation,Illegal dumping happening near Sankhamul. People throwing construction waste. Ward office not taking action.,en,2,4,1,New,2025-05-15,No
MG-07376,KMC-32,Hattisar Upper,Hattisar Upper,Garbage/Sanitation,Overflowing dustbin at Hattisar Upper in Hattisar Upper. Rats and crows spreading garbage on road. Urgent cleaning needed.,en,1,0,1,WIP,2025-06-30,Yes
MG-07377,KMC-4,Freak Street,Basantapur,Street Lighting,"Street lights in Freak Street not working for 4 weeks. Pedestrians in danger at night, theft cases increasing.",en,2,5,11,WIP,2025-12-26,Yes
MG-07378,KMC-3,New Road Gate,Indra Chowk,Illegal Construction,Unauthorized structure built on public land near Indra Chowk. Ward office ignoring complaints.,en,3,19,10,New,2025-06-12,No
MG-07379,KMC-9,Kalimati Bazaar,Tripureshwor,Street Lighting,"Street lights in Kalimati Bazaar not working for 4 weeks. Pedestrians in danger at night, theft cases increasing.",en,2,18,3,New,2026-02-14,No
MG-07380,KMC-26,Balaju,Balaju,Street Lighting,Street lamp near Balaju is broken and wires are exposed. Electric shock risk. Please repair immediately.,en,2,4,3,WIP,2025-04-06,No
MG-07381,KMC-13,Tinkune,Baneshwor,Garbage/Sanitation,Illegal dumping happening near Baneshwor. People throwing construction waste. Ward office not taking action.,en,2,31,4,New,2025-04-17,No
MG-07382,KMC-18,Balkhu,Balkhu Chowk,Flooding,Bridge at Balkhu Chowk gets submerged during monsoon. Alternative route very long. Need height increase.,en,3,7,4,New,2026-01-09,No
MG-07383,KMC-3,Ason,Indra Chowk,Public Facilities,"Bus stop at Ason near Indra Chowk has no roof, broken benches. Passengers standing in sun and rain.",en,1,1,2,WIP,2025-10-20,No
MG-07384,KMC-3,New Road,Indra Chowk,Street Lighting,New Road ko road raat ma andho xa. Multiple poles kharab xa. Accident risk धेरै xa.,ne,1,7,7,WIP,2025-07-28,No
MG-07385,KMC-9,Tripureshwor,Tripureshwor,Road/Pothole,KMC-9: Tripureshwor paas ma road broken xa. Daily commuters affected hunchhan. Fix garnus ASAP.,mix,2,7,4,New,2026-01-16,No
MG-07386,KMC-27,Kapan,Jorpati,Street Lighting,Jorpati najik lights off xa. Dark area ma theft cases bhadairako xa. Please fix garnus.,ne,2,2,2,New,2025-09-15,No
MG-07387,KMC-19,Teku,Teku,Street Lighting,Street lamp near Teku is broken and wires are exposed. Electric shock risk. Please repair immediately.,en,3,6,18,Rejected,2025-09-15,No
MG-07388,KMC-8,Dhalko,Dhalko,Flooding,Low lying area near Dhalko completely submerged after rain. Residents stranded for 72 hours.,en,2,8,7,WorkDone,2025-07-02,No
MG-07389,KMC-22,Naxal,Hattisar,Public Facilities,"Bus stop at Naxal near Hattisar has no roof, broken benches. Passengers standing in sun and rain.",en,2,1,3,New,2025-09-21,Yes
MG-07390,KMC-25,Gongabu,Balaju,Noise Pollution,Loud music from Gongabu party hall near Balaju until late night. Children and elderly suffering.,en,2,2,3,WIP,2026-02-24,Yes
MG-07391,KMC-28,Sukedhara,Tokha Road,Street Lighting,Street lamp near Tokha Road is broken and wires are exposed. Electric shock risk. Please repair immediately.,en,2,1,5,New,2025-11-08,No
MG-07392,KMC-24,Kalopul,Dillibazar,Flooding,Storm drain near Dillibazar choked with plastic. Heavy rain causes immediate flooding in Kalopul.,en,1,1,1,Rejected,2026-02-06,Yes
MG-07393,KMC-14,Koteshwor Chowk,Koteshwor,Street Lighting,Koteshwor najik lights off xa. Dark area ma theft cases bhadairako xa. Please fix garnus.,ne,3,7,4,Rejected,2026-02-04,No
MG-07394,KMC-14,Koteshwor,Jadibuti,Illegal Construction,Road being dug for private pipe laying near Jadibuti without permission. No restoration plan.,en,2,0,12,New,2025-08-15,No
MG-07395,KMC-25,Balaju,Gongabu,Illegal Construction,"Building being constructed without permit near Gongabu. No safety barriers, debris falling on road.",en,2,4,1,New,2026-01-08,No
MG-07396,KMC-18,Balkhu,Balkhu,Water/Drainage,Balkhu ma water supply problem xa. Balkhu paas ma pipe burst bhayo. Kripaya fix garnus.,mix,3,2,8,New,2025-12-26,No
MG-07397,KMC-2,Balambu,Ichangu Narayan,Electricity,Power outage in Balambu for 20 hours daily. NEA not giving advance notice. Businesses losing money.,en,2,6,6,Rejected,2025-11-22,No
MG-07398,KMC-4,Basantapur,Freak Street,Garbage/Sanitation,Garbage problem serious xa Basantapur ma. Freak Street ko aagadi overflowing dustbin xa.,mix,2,2,2,WorkDone,2025-09-08,Yes
MG-07399,KMC-22,Battisputali,Naxal,Street Lighting,Street lights off xa Battisputali ma since 7 weeks. Naxal najik very dangerous xa.,mix,1,4,6,New,2025-05-26,No
MG-07400,KMC-8,Kalanki Chowk,Dhalko,Garbage/Sanitation,No garbage collection vehicle has come to Kalanki Chowk this week. Residents forced to dump on roadside.,en,3,2,7,New,2025-08-31,Yes
MG-07401,KMC-14,Koteshwor,Koteshwor,Illegal Construction,Unauthorized structure built on public land near Koteshwor. Ward office ignoring complaints.,en,1,6,19,WorkDone,2025-07-24,No
MG-07402,KMC-17,Ekantakuna,Dhobighat,Illegal Construction,Road being dug for private pipe laying near Dhobighat without permission. No restoration plan.,en,3,3,3,Rejected,2026-02-10,No
MG-07403,KMC-18,Balkhu Chowk,Balkhu,Road/Pothole,Balkhu najik sadak ma thulo khaldo cha. Motorcycle wala haru lai problem bhairako xa. Urgent repair garnuhos.,ne,2,6,7,New,2025-04-12,No
MG-07404,KMC-22,Naxal,Hattisar,Noise Pollution,Loud music from Naxal party hall near Hattisar until late night. Children and elderly suffering.,en,1,1,1,WorkDone,2025-06-21,No
MG-07405,KMC-7,Bhadrakali,Bhadrakali,Road/Pothole,"Bhadrakali main road is completely damaged near Bhadrakali. Heavy vehicles avoid the route, traffic jams forming daily.",en,2,11,2,Rejected,2025-10-01,No
MG-07406,KMC-7,Singha Durbar,Singha Durbar,Traffic/Signals,Road divider broken near Singha Durbar. Vehicles crossing to wrong lane. Please put barriers immediately.,en,1,7,3,Rejected,2026-03-22,Yes
MG-07407,KMC-30,Minbhawan,Minbhawan,Street Lighting,Street lights off xa Minbhawan ma since 2 weeks. Minbhawan najik very dangerous xa.,mix,3,7,6,WIP,2025-12-20,No
MG-07408,KMC-13,New Baneshwor,New Baneshwor,Noise Pollution,"Construction work at New Baneshwor happening at night, New Baneshwor residents cannot sleep. No action despite complaints.",en,1,12,11,Not Required For Now,2025-10-30,No
MG-07409,KMC-24,Kalopul,Dillibazar,Water/Drainage,"Dillibazar ko nali overflowing xa. Durganda aaucha, health problem hunchha nearby residents lai.",ne,3,2,9,WIP,2025-04-16,Yes
MG-07410,KMC-13,New Baneshwor,Tinkune,Street Lighting,KMC-13: New Baneshwor road completely dark at night. Multiple light poles not working. Accidents risk very high.,en,1,1,1,New,2025-06-23,No
MG-07411,KMC-31,Sankhamul,Sankhamul,Garbage/Sanitation,Sankhamul ma kachra collection bhayena 5 din dekhhi. Sankhamul paas foul smell aaucha.,mix,1,1,6,WorkDone,2026-03-12,Yes
MG-07412,KMC-5,Lazimpat,Lazimpat,Illegal Construction,Road being dug for private pipe laying near Lazimpat without permission. No restoration plan.,en,2,7,1,WIP,2025-06-27,No
MG-07413,KMC-2,Balambu,Balambu,Garbage/Sanitation,Balambu ma kachra collection bhayena 4 din dekhhi. Balambu paas foul smell aaucha.,mix,2,4,3,Rejected,2026-01-02,No
MG-07414,KMC-2,Ichangu Narayan,Nagarjun,Garbage/Sanitation,Ichangu Narayan thito garnus. Nagarjun paas ma kachra dherai xa. Kids le fohori ma khel racha.,ne,2,6,8,WorkDone,2025-09-13,No
MG-07415,KMC-8,Kalanki Chowk,Kalanki Chowk,Electricity,Load shedding schedule not being followed in Kalanki Chowk. Cuts happening outside scheduled hours too.,en,2,12,20,New,2026-01-22,No
MG-07416,KMC-26,Balaju Industrial Area,Balaju Industrial Area,Traffic/Signals,"No traffic management at Balaju Industrial Area crossroad. Police rarely seen, vehicles going wrong way causing jams.",en,2,1,5,New,2026-02-19,No
MG-07417,KMC-5,Lazimpat Chowk,Prime School,Water/Drainage,"Water pipe burst near Prime School in Lazimpat Chowk. Street flooded, people walking in knee-deep water. Kids going school facing problem.",en,3,26,10,Rejected,2026-02-08,No
